type,activity,sex_,injury,fatal_(y/n),species_
Boating,Fishing,M,"No injury to occupants, shark grabbed anchor rope & towed boat",N,
Unprovoked,Catching crabs,M,"FATAL, both arms severed  ",Y,
Provoked,Fishing,M,Face & arms injured by hooked shark PROVOKED INCIDENT ,N,
Provoked,Swimming,M,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,
Unprovoked,,M,"""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N,
Unprovoked,Sponge diving,M,Bitten on hand and thigh,N,
Invalid,Swimming,M,Probable drowning & scavenging,,Questionable
Provoked,Standing on ship deck,M,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N,
Unprovoked,Dangling feet in the water,M,FATAL,Y,
Invalid,,M,Possible drowning & scavenging. Remains were recovered from a 15' shark's gut,,Questionable
Unprovoked,Swimming,M,Legs bitten,N,
Unprovoked,Bathing,M,Lacerations to torso & thigh,N,
Unprovoked,Taking catch from a fish weir in which the shark was snared,M,Right thigh bitten ,N,
Unprovoked,Swimming,M,"FATAL, bitten on arms, chest & legs",Y,2 m shark
Unprovoked,Swimming,M,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,White shark
Invalid,Swimming,M,"Disappeared, but shark involvement unconfirmed",,Questionable
Invalid,Diving around anchored liner,M,,,Questionable
Unprovoked,Swimming,M,"Left thigh stripped of flesh 4"" above the knee ",N,
Unprovoked,Bathing,M,"Thigh bitten, FATAL",Y,
Unprovoked,Bathing,M,Abdomen bitten,N,
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,Swimming,M,"FATAL, legs severed",Y,
Invalid,Swimming,M,Probable drowning & scavenging,,Questionable
Unprovoked,Swimming,M,Laceration to right leg,N,
Unprovoked,Diving,M,No injury,UNKNOWN, 
Unprovoked,Floating,M,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,
Unprovoked,Bathing,M,Left hand lacerated,N,
Unprovoked,Swimming,M,FATAL,Y,
Invalid,Hunting seashells,M,"Believed drowned. Uhlbrechts foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",,Questionable
Provoked, ,,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,
Unprovoked,"Standing, gathering oysters",M,Right posterior thigh bitten,N,
Unprovoked,,M,Severe abrasion when shark swam between his legs,N,
Unprovoked,Swimming,M,Leg severed,N,
Unprovoked,Fell into the water,M,bite to lower leg,N,
Sea Disaster,Sea Disaster,,FATAL,Y,
Boating,Fishing for squid,,"No injury to occupants, shark bit boat",N,20' shark
Unprovoked,Diving,M,Lacerations to head,N,
Unprovoked,Sponge diving,M,FATAL,Y,
Unprovoked,Swimming,M,FATAL,Y,
Provoked,Hunting sharks,M,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,Basking shark
Unprovoked,Swimming,M,FATAL,Y,3 m [10'] shark
Unprovoked,Floating on his back,M,Back muscles torn away,N,
Unprovoked,Bathing,M,"Forearm, wrist & hand bitten",N,
Unprovoked,Bathing,M,Left leg bitten,N,
Unprovoked,Fell overboard ,M,FATAL,Y,
Provoked,Fishing,M,Multiple injuries from boated shark PROVOKED INCIDENT,N,70 kg shark
Invalid,Attempting to land a boat from the Hinemoa,M,FATAL,,Shark involvement not confirmed
Invalid,Swimming,M,FATAL,,Shark involvement not confirmed
Unprovoked,Bathing,M,FATAL,Y,
Invalid,Bathing,F,Drowning may mav preceded attack,,Questionable
Unprovoked,Dangling feet in the water,M,Foot severed ,N,
Boating,Rowing,M,No injury to occupants. shark bit oar,N,
Unprovoked,Hunting crayfish,M,Leg bitten,N,1.5 m [5'] shark
Unprovoked,Fell oveboard,M,FATAL,Y,
Unprovoked,Jumped overboard,M,FATAL,Y,
Unprovoked,Diving,M,Lacerations to hand from shark trapped inside diving bell. ,N,
Unprovoked,Diving,M,Lacerations to fingers,N,
Unprovoked,Fell overboard,M,FATAL,Y,
Unprovoked,Swimming,M,Laceration to thigh,N,
Invalid,Swimming after their boat capsized,M,"Reported fatal, but this is a questionable incident",,Questionable
Unprovoked,Swimming at side of small boat,M,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,
Unprovoked,Standing,M,FATAL,Y,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,boat from City of Naples capsized,M,FATAL,Y,
Sea Disaster,The cutter Francis Adams foundered,M,Lacerations to thigh,N,
Unprovoked,Swimming,M,FATAL,Y,
Invalid,Sponge divers,M,Unknown,,Questionable
Unprovoked,Fishing (Seining),M,Lacerations to left hand,N,White shark
Unprovoked,13 men in the water after sailboat capsized & sank,M,"FATAL, 7 survived but 6 were taken by sharks",Y,
Unprovoked,Trailing hand in the water,F,"Hand lacerated, 2 fingers severed",N,
Unprovoked,Attempting to escape by swimming to shore,M,"FATAL, 4 were killed by sharks, 1 survived",Y,
Unprovoked,,M,Lacerations,N,
Unprovoked,Diving for coins,M,FATAL,Y,
Sea Disaster,Loss of the schooner Nomad,M,FATAL,Y,
Provoked,Angling,M,Hooked shark bit his leg PROVOKED INCIDENT,N,
Invalid,Diving,M,Minor injuries,,Questionable
Unprovoked,Fishing,,FATAL,Y,3 sharks
Provoked,Fishing,M,Lacerations to hand by netted shark PROVOKED INCIDENT,N,"13'10"" shark"
Unprovoked,Standing,M,Lacerations to lower leg,N,
Unprovoked,Wading after stray fish from seine netters catch,M,FATAL,Y,
Sea Disaster,Wreck of the steamship Sultan of Bombay,,FATAL,Y,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Fishing,M,FATAL,Y,
Unprovoked,,M,Lacerations to left arm,N,
Unprovoked,,,No details,UNKNOWN,
Boating,Fishing,M,No injury to occupants. Shark bit boat several times,N,12' to 14' shark
Unprovoked,Bathing,M,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,
Unprovoked,,M,FATAL,Y,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Boat swamped,M,FATAL,Y,
Unprovoked,Diving,M,Leg severed,N,
Unprovoked,Fishing,M,FATAL,Y,
Unprovoked,Bathing,M,Lacerations to foot and calf,N,
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,"Swimming ashore from a ""filibuster""",M,FATAL,Y,
Unprovoked,Wading,M,Leg severed below knee,N,
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,Diving for coins,M,Leg bitten,N,
Unprovoked,Fishing,M,FATAL,Y,
Sea Disaster,Shipwreck,M,Probable drowning & scavenging,,Questionable
Unprovoked,Diving for coins,M,FATAL,Y,
Provoked,Fishing,,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,5' shark
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Fishing,M,Arm bitten,N,
Unprovoked,Hunting seals,M,FATAL,Y,
Unprovoked,Diving,M,Right hand severed,N,
Unprovoked,Pearl diving,M,FATAL,Y,
Sea Disaster,Sea Disaster : Wreck of the Carrie E. Long,M,Heel bitten,N,
Unprovoked,"""Boat accident""",M,FATAL       Thigh bitten,Y,
Unprovoked,"""Crossing the river""",M,"FATAL, right arm lacerated ",Y,
Unprovoked,Swimming,M,Lacerations to foot,N,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Swimming,M,Lower leg & foot bitten,N,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,"Swimming, after sailboat capsized",M,FATAL,Y,
Boating,,,No injury to occupants of boat,N,
Provoked,Fishing,M,Left leg bitten PROVOKED INCIDENT,N,12' shark
Unprovoked,Bathing,M,"""Lost his arm""",N,10' to 12' shark
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Bathing,M,Lacerations to leg,N,
Unprovoked,Dangling feet in the water,F,Foot severed,N,
Provoked,Fishing,M,Laceration to calf  PROVOKED INCIDENT,N,
Unprovoked,Swimming,F,No injury,UNKNOWN,"Shovelnose shark, 5'"
Unprovoked,Swimming / floating on his back,M,Lacerations to thigh,N,
Unprovoked,Fishing,M,No injury,Y,1.8 m shark
Unprovoked,Bathing,M,"""Painfully injured"" but no details",UNKNOWN,
Unprovoked,Swimming after harpooned whale capsized boat,M,FATAL,Y,
Unprovoked,Bathing ,M,Right leg bitten,N,
Unprovoked,Fell from yardarm of British ship Rover,M,FATAL ,Y,20' shark
Unprovoked,Bathing,F,FATAL,Y,
Unprovoked,Bathing,F,FATAL ,Y,
Unprovoked,Murder,M,FATAL,Y,
Invalid,small boat,,No injury; no attack,,Invalid
Sea Disaster,Abandoning burning steamship Don Juan,M,FATAL,Y,
Unprovoked,A barque wrecked,M,FATAL,Y,
Unprovoked,HMS Victoria collided with the HMS Camperdown,M,FATAL,Y,
Unprovoked,Canoe swamped,F,FATAL,Y,
Unprovoked,His balloon crashed in the harbor,M,FATAL,Y,
Unprovoked,Swimming after falling overboard from the sealing ship Vesper,M,"One leg severed by the shark, the other surgically amputated",N,
Unprovoked,"Boat capsized, swimming ashore",M,Leg bitten,N,
Invalid,"Boat capsized, swimming ashore",M,"Fatal, probable drowning",,Shark involvement prior to death unconfirmed
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,Murdered,M,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,
Unprovoked,,,No details,UNKNOWN,
Unprovoked,Fell overboard,M,FATAL,Y,
Unprovoked,Fishing,M,Laceration to arm,N,
Unprovoked,Swimming,F,Abrasions to left leg,N,
Unprovoked,,M,Hand bitten,N,
Invalid,Fishing boat,,"No injury, no attack",,Invalid
Unprovoked,Riding a horse,M,FATAL,Y,
Unprovoked,Bathing,M,Minor injury to leg,N,
Unprovoked,Fell overboard from sponge vessel,M,"FATAL, leg severed",Y,16' shark
Unprovoked, a canoe was pursuing a schooner that had forcibily abducted 5 young girls,M,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y,
Provoked,Fishing,M,Lacerations to calf by netted shark PROVOKED INCIDENT,N,12' shark
Provoked,Dress diving,M,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y,
Unprovoked,Swimming,M,Foot severed,N,
Unprovoked,"Swimming, after boat swamped",M,Hand bitten,N,
Unprovoked,Attempting to rescue shipmate,M,Injured,N,
Sea Disaster,"Sea Disaster, canoes capsized in storm",,"FATAL. Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,
Unprovoked,Knocked overboard,M,FATAL,Y,
Provoked,Shooting sharks ,M,"Survived, PROVOKED INCIDENT",N,
Invalid,Fishing for sharks when he became entangled in net & fell overboard,M,"Fatal, but death may have been due to drowning",,Shark involvement prior to death unconfirmed
Unprovoked,Fleeing across a river,,FATAL,Y,
Unprovoked,boat capsized,M,FATAL,Y,
Invalid,Swimming to shore after boat capsized by a squall,,"Fatal, but death may have been due to drowning",,Shark involvement prior to death unconfirmed
Unprovoked,Thrown overboard,M,Arm bitten,N,
Unprovoked,Thrown overboard,M,FATAL,Y,
Provoked,Fishing for bluefish,,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,"5'7"" shark"
Unprovoked,Treading for clams,M,Severe lacerations to left arm.,N,
Unprovoked,Bathing,M,Both legs severed,N,
Unprovoked,Swimming,M,Legs severed ,N,
Unprovoked,Fell overboard,M,Severe lacerations to foot,N,
Unprovoked,Swimming,M,FATAL,Y,
Invalid,,M,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",,Invalid
,Diving,M,FATAL,Y,
Boating,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",M,"FATAL, 2 men were lost, presumed taken by the shark",Y,
Unprovoked,Wading,M,Knee bitten,N,"Sevengill shark, 14', was caught in the vicinity"
Unprovoked,Diving,M,No details,UNKNOWN,
Unprovoked,Diving,M,No details,UNKNOWN,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Bathing,M,"FATAL, leg bitten, foot partly severed ",Y,
Invalid,,,"Human remains found in 4m, 900 kg shark",,Shark involvement prior to death unconfirmed
Unprovoked,Fell into the water,M,FATAL,Y,
Invalid,Parachuted from balloon,M,Speculated that he was taken by a shark but most likely drowned,,Shark involvement prior to death unconfirmed
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Swimming,M,"FATAL, calf bitten",Y,
Unprovoked,Fishing,M,Leg bitten,N,18' shark
Unprovoked,Fell into the water,M,FATAL ,Y,
Provoked,Fishing,,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N,
Unprovoked,Cleaning the side of a ship,M,FATAL,Y,
Unprovoked,Swimming,M,Foot severed,N,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Working on the bridge when he fell into the river,M,FATAL,Y,
Unprovoked,,,Human remains found in shark,Y,"5m, 3500 kg female shark"
Sea Disaster,The steamships Thingvalla and Geiser collided,M,FATAL,Y,
Boating,Sailing,,No injury to occupants. Shark beat away with oar,N,
Invalid,Probabable drowning,M,Human remains recovered from a 10' to 12' shark caught in a turtle net,,Shark involvement prior to death unconfirmed
Sea Disaster,The Dwarka foundered,M,"FATAL, only 1 of her crew of 7 survived",Y,
Boating,Fishing,,"No injury to occupants, shark holed boat",N,
Invalid,The cutter yacht Cutty Sark sank,M,Probable drowning & scavenging,,Shark involvement prior to death unconfirmed
Unprovoked,Floating on his back,M,"Arm severely lacerated, surgically amputated",N,"Unknown, but the shark was caught and put on exhibition"
Boating,Rowing,M,"Shark bit boat, but no injury to occupant who swam ashore",N,
Unprovoked,Crossing the river mouth,M,FATAL,Y,
Unprovoked,Sponge diving,M,Lacerations to thorax and hands,N,
Unprovoked,Fell oveboard from steamer Wanderer,M,FATAL,Y,
Unprovoked,,M,FATAL,Y,12' to 14' shark
Unprovoked,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,FATAL,Y,
Sea Disaster,"Sea disaster, wreck of the Alfred Watts",M,FATAL,Y,
Unprovoked,Swimming,M,Leg injured,N,
Invalid,,,Shoes & human remains found in a shark,,Shark involvement prior to death unconfirmed
Sea Disaster,"Sea disaster, wreck of the sloop Sara",M,FATAL,Y,
Boating,Rowing a dinghy,,No injury to occupants,N,13' shark
Unprovoked,Swimming,M,FATAL,Y,
Provoked,,,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N,4.7 m [15.5'] shark
Sea Disaster,The passenger ship Kapuna was run down the ore carrier Ada Melmore,M,FATAL,Y,
Unprovoked,Swimming,M,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,
Sea Disaster,British ship Macedon was thrown on her beam ends by a sudden squall,M,Foot severed,N,
Boating,,M,"Shark attacked boat, shark killed & towed to shore",N,Shark was said to have a very rough ½-thick skin
Provoked,"Netting menhaden, sharks caught in net",,"No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N,
Boating,Clamming,M,"No injury. They were chased by three sharks, one of which rammed their boat",N,3 m [10'] sharks
Unprovoked,Swimming after being washed overboard,M,FATAL,Y,
Invalid,"Fishing from shore, washed into the sea",F,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",,Shark involvement prior to death unconfirmed
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,Oystering,M,Wrist bitten,N,
Invalid,Sea disaster : Wreck of the Taiaroa,M,Probable drowning & scavenging,,Shark involvement prior to death unconfirmed
Invalid,Bathing ,M,Left leg severed. Probably confusion with GSAF 1886.01.28,,Questionable
Invalid,He drowned when boat capsized,M,His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay ,,Shark involvement prior to death unconfirmed
Boating,Fishing,M,"No injury to occupants, shark shook boat ""stem to stern""",N,
Unprovoked,Diving off jetty,M,"Chest & buttocks bitten, left leg severed at knee",N,
Unprovoked,Diving alongsidethe steamship Ranelagh ,M,Foot bitten,N,
Unprovoked,Swimming,M,FATAL. Partial remains washed ashore the next day,Y,
Unprovoked,Sailing,M,Leg severed,N,
Boating,,,"No injury to occupant, shark bit off section of the boat's rudder",N,15' shark
Unprovoked,Bathing,M,Laceration to calf,N,
Unprovoked,Fell or jumped overboard from the liner Rhynland,M,FATAL,Y,
Sea Disaster,Wreck of the schooner Pohoiki ,M,Left arm severed,N,
Sea Disaster,Wreck of the schooner Pohoiki ,M,Laceration to torso,N,
Sea Disaster,Wreck of the schooner Pohoiki ,M,FATAL,Y,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Bathing,M,Lacerations to lower leg,N,
Unprovoked,Fishing,M,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",N,3 m [10'] shark
Sea Disaster,yachting accident,M,"Cause of death most likely drowning, remains recovered in shark",Y,14' shark
Provoked,,F,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,Y,10' shark
Unprovoked,Boating,M,Hand bitten,N,
Invalid,Clamming,M,Unclear if he sustained any injury from the 7' shark,,Questionable
Unprovoked,Fell overboard from the steamship Chala,M,FATAL,Y,
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Fell overboard,F,FATAL,Y,Said to involve 2 sharks
Unprovoked,Swimming,M,FATAL,Y,
Unprovoked,Knocked overboard,M,FATAL,Y,
Unprovoked,Fell overboard & rescuer,M,FATAL,Y,
Unprovoked,Jumped overboard ,M,FATAL,Y,
Unprovoked,Swimming / escaping imprisonment ,M,FATAL,Y,
Provoked,Fishing for sharks,M,Leg injured by hooked shark PROVOKED INCIDENT,N,7' shark
Unprovoked,Diving,M,Arm severed,N,
Unprovoked,Diving,M,FATAL,Y,
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,Fishing,M,"FATAL, remains recovered from 2 sharks",Y,14' shark
Unprovoked,Fell overboard,M,FATAL,Y,
Invalid,,M,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",,Shark involvement prior to death unconfirmed
Unprovoked,,M,FATAL,Y,a school of sharks
Provoked,Restraining a beached shark,M,Hand severely nipped PROVOKED INCIDENT ,N,4' to 5' shark
Unprovoked,Bathing,M,Sole of foot bitten,N,
Unprovoked,Bathing,M,Lacerations to thigh,N,
Unprovoked,Clinging to shipwrecked junk,M,Lacerations to elbows &  knees,N,
Unprovoked,Fell overboard,M,Laceration to calf,N,
Unprovoked,Pearl diving,M,FATAL      Torso bitten,Y,
Unprovoked,Fishing,M,FATAL,Y,
Unprovoked,Pearl diving,M,FATAL                       Thigh bitten,Y,
Unprovoked,Bathing,M,FATAL,Y,
Unprovoked,Fell overboard from the Selim,M,FATAL,Y,
Unprovoked,"During ""an exhibition"" he was tied in sack & thrown overboard ",M,"No injury, sack rammed by shark & shark  harassed him when he surfaced",N,
Unprovoked,,M,Survived,N,
Invalid,Swimming,M,Shark involvement suspected but not confirmed,,Shark involvement prior to death unconfirmed
Invalid,Bathing,M,FATAL,,Shark involvement prior to death unconfirmed
