type,activity,sex_,injury,fatal_(y/n),species_,shark_specie,activity_group,severity_group,body_group
Invalid,small boat,,No injury; no attack,,Invalid,Unidentify,Boat incincidents,Minor or No injuries,Undetermined
Sea Disaster,Abandoning burning steamship Don Juan,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,A barque wrecked,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,HMS Victoria collided with the HMS Camperdown,M,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Canoe swamped,F,FATAL,Y,empty,Unidentify,Kayaking,Undetermined,Undetermined
Unprovoked,His balloon crashed in the harbor,M,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Swimming after falling overboard from the sealing ship Vesper,M,"One leg severed by the shark, the other surgically amputated",N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,"Boat capsized, swimming ashore",M,Leg bitten,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Invalid,"Boat capsized, swimming ashore",M,"Fatal, probable drowning",,Shark involvement prior to death unconfirmed,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Bathing,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Murdered,M,FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,empty,,No details,,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Fell overboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Fishing,M,Laceration to arm,N,empty,Unidentify,Fishing,Amputations or Lacerations,Upper extremities
Unprovoked,Swimming,F,Abrasions to left leg,N,empty,Unidentify,Swimming,Undetermined,Lower extremities
Unprovoked,empty,M,Hand bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Upper extremities
Invalid,Fishing boat,,"No injury, no attack",,Invalid,Unidentify,Fishing,Minor or No injuries,Undetermined
Unprovoked,Riding a horse,M,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Bathing,M,Minor injury to leg,N,empty,Unidentify,Swimming,Minor or No injuries,Lower extremities
Unprovoked,Fell overboard from sponge vessel,M,"FATAL, leg severed",Y,16' shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked, a canoe was pursuing a schooner that had forcibily abducted 5 young girls,M,6 or 8 of the would-be rescuers were shot & the rest were killed by sharks,Y,empty,Unidentify,Kayaking,Undetermined,Undetermined
Provoked,Fishing,M,Lacerations to calf by netted shark PROVOKED INCIDENT,N,12' shark,Unidentify,Fishing,Amputations or Lacerations,Undetermined
Provoked,Dress diving,M,FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT,Y,empty,Unidentify,Diving,Amputations or Lacerations,Undetermined
Unprovoked,Swimming,M,Foot severed,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,"Swimming, after boat swamped",M,Hand bitten,N,empty,Unidentify,Swimming,Amputations or Lacerations,Upper extremities
Unprovoked,Attempting to rescue shipmate,M,Injured,N,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Sea Disaster,"Sea Disaster, canoes capsized in storm",,"FATAL. Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,empty,Unidentify,Kayaking,Amputations or Lacerations,Lower extremities
Unprovoked,Knocked overboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Provoked,Shooting sharks ,M,"Survived, PROVOKED INCIDENT",N,empty,Unidentify,Other,Undetermined,Undetermined
Invalid,Fishing for sharks when he became entangled in net & fell overboard,M,"Fatal, but death may have been due to drowning",,Shark involvement prior to death unconfirmed,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Fleeing across a river,,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,boat capsized,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Invalid,Swimming to shore after boat capsized by a squall,,"Fatal, but death may have been due to drowning",,Shark involvement prior to death unconfirmed,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Thrown overboard,M,Arm bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Upper extremities
Unprovoked,Thrown overboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Provoked,Fishing for bluefish,,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,"5'7"" shark",Unidentify,Fishing,Minor or No injuries,Undetermined
Unprovoked,Treading for clams,M,Severe lacerations to left arm.,N,empty,Unidentify,Other,Amputations or Lacerations,Upper extremities
Unprovoked,Bathing,M,Both legs severed,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,Legs severed ,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Fell overboard,M,Severe lacerations to foot,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Invalid,empty,M,"Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark",,Invalid,Unidentify,Other,Undetermined,Undetermined
,Diving,M,FATAL,Y,empty,Unidentify,Diving,Undetermined,Undetermined
Boating,"Fishing boat with 4 men on board was rammed & capsized by  a shark, throwing all occupants into the water",M,"FATAL, 2 men were lost, presumed taken by the shark",Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Wading,M,Knee bitten,N,"Sevengill shark, 14', was caught in the vicinity",Sevengill Shark,Wading,Amputations or Lacerations,Lower extremities
Unprovoked,Diving,M,No details,,empty,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Diving,M,No details,,empty,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Bathing,M,"FATAL, leg bitten, foot partly severed ",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Invalid,empty,,"Human remains found in 4m, 900 kg shark",,Shark involvement prior to death unconfirmed,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Fell into the water,M,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Invalid,Parachuted from balloon,M,Speculated that he was taken by a shark but most likely drowned,,Shark involvement prior to death unconfirmed,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Swimming,M,"FATAL, calf bitten",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Undetermined
Unprovoked,Fishing,M,Leg bitten,N,18' shark,Unidentify,Fishing,Amputations or Lacerations,Lower extremities
Unprovoked,Fell into the water,M,FATAL ,Y,empty,Unidentify,Other,Undetermined,Undetermined
Provoked,Fishing,,No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT,N,empty,Unidentify,Fishing,Minor or No injuries,Undetermined
Unprovoked,Cleaning the side of a ship,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,Swimming,M,Foot severed,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Working on the bridge when he fell into the river,M,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,empty,,Human remains found in shark,Y,"5m, 3500 kg female shark",Unidentify,Other,Undetermined,Undetermined
Sea Disaster,The steamships Thingvalla and Geiser collided,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Boating,Sailing,,No injury to occupants. Shark beat away with oar,N,empty,Unidentify,Other,Minor or No injuries,Undetermined
Invalid,Probabable drowning,M,Human remains recovered from a 10' to 12' shark caught in a turtle net,,Shark involvement prior to death unconfirmed,Unidentify,Other,Undetermined,Undetermined
Sea Disaster,The Dwarka foundered,M,"FATAL, only 1 of her crew of 7 survived",Y,empty,Unidentify,Other,Undetermined,Undetermined
Boating,Fishing,,"No injury to occupants, shark holed boat",N,empty,Unidentify,Fishing,Minor or No injuries,Undetermined
Invalid,The cutter yacht Cutty Sark sank,M,Probable drowning & scavenging,,Shark involvement prior to death unconfirmed,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Floating on his back,M,"Arm severely lacerated, surgically amputated",N,"Unknown, but the shark was caught and put on exhibition",Unidentify,Other,Amputations or Lacerations,Upper extremities
Boating,Rowing,M,"Shark bit boat, but no injury to occupant who swam ashore",N,empty,Unidentify,Other,Minor or No injuries,Undetermined
Unprovoked,Crossing the river mouth,M,FATAL,Y,empty,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Sponge diving,M,Lacerations to thorax and hands,N,empty,Unidentify,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Fell oveboard from steamer Wanderer,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,empty,M,FATAL,Y,12' to 14' shark,Unidentify,Other,Undetermined,Undetermined
Unprovoked,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Sea Disaster,"Sea disaster, wreck of the Alfred Watts",M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,Swimming,M,Leg injured,N,empty,Unidentify,Swimming,Undetermined,Lower extremities
Invalid,empty,,Shoes & human remains found in a shark,,Shark involvement prior to death unconfirmed,Unidentify,Other,Undetermined,Undetermined
Sea Disaster,"Sea disaster, wreck of the sloop Sara",M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Boating,Rowing a dinghy,,No injury to occupants,N,13' shark,Unidentify,Boat incincidents,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Provoked,empty,,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",N,4.7 m [15.5'] shark,Unidentify,Other,Amputations or Lacerations,Torso
Sea Disaster,The passenger ship Kapuna was run down the ore carrier Ada Melmore,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,Swimming,M,"FATAL, flesh removed hip to knee, calf & heel bitten ",Y,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Sea Disaster,British ship Macedon was thrown on her beam ends by a sudden squall,M,Foot severed,N,empty,Unidentify,Boat incincidents,Amputations or Lacerations,Lower extremities
Boating,empty,M,"Shark attacked boat, shark killed & towed to shore",N,Shark was said to Âhave a very rough Â½Â-thick skinÂ,Unidentify,Other,Undetermined,Undetermined
Provoked,"Netting menhaden, sharks caught in net",,"No injury, sharks ripped net & bit boat PROVOKED INCIDENT",N,empty,Unidentify,Other,Minor or No injuries,Undetermined
Boating,Clamming,M,"No injury. They were chased by three sharks, one of which rammed their boat",N,3 m [10'] sharks,Unidentify,Other,Minor or No injuries,Undetermined
Unprovoked,Swimming after being washed overboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Invalid,"Fishing from shore, washed into the sea",F,"The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared",,Shark involvement prior to death unconfirmed,Unidentify,Fishing,Amputations or Lacerations,Undetermined
Unprovoked,Bathing,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Oystering,M,Wrist bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Upper extremities
Invalid,Sea disaster : Wreck of the Taiaroa,M,Probable drowning & scavenging,,Shark involvement prior to death unconfirmed,Unidentify,Boat incincidents,Undetermined,Undetermined
Invalid,Bathing ,M,Left leg severed. Probably confusion with GSAF 1886.01.28,,Questionable,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Invalid,He drowned when boat capsized,M,His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay ,,Shark involvement prior to death unconfirmed,Unidentify,Boat incincidents,Undetermined,Undetermined
Boating,Fishing,M,"No injury to occupants, shark shook boat ""stem to stern""",N,empty,Unidentify,Fishing,Minor or No injuries,Undetermined
Unprovoked,Diving off jetty,M,"Chest & buttocks bitten, left leg severed at knee",N,empty,Unidentify,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Diving alongsidethe steamship Ranelagh ,M,Foot bitten,N,empty,Unidentify,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,FATAL. Partial remains washed ashore the next day,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Sailing,M,Leg severed,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Boating,empty,,"No injury to occupant, shark bit off section of the boat's rudder",N,15' shark,Unidentify,Other,Minor or No injuries,Undetermined
Unprovoked,Bathing,M,Laceration to calf,N,empty,Unidentify,Swimming,Amputations or Lacerations,Undetermined
Unprovoked,Fell or jumped overboard from the liner Rhynland,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Sea Disaster,Wreck of the schooner Pohoiki ,M,Left arm severed,N,empty,Unidentify,Boat incincidents,Amputations or Lacerations,Upper extremities
Sea Disaster,Wreck of the schooner Pohoiki ,M,Laceration to torso,N,empty,Unidentify,Boat incincidents,Amputations or Lacerations,Torso
Sea Disaster,Wreck of the schooner Pohoiki ,M,FATAL,Y,empty,Unidentify,Boat incincidents,Undetermined,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Bathing,M,Lacerations to lower leg,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Fishing,M,"No injury to occupant, rammed oar in shark's mouth and it bit the oar ",N,3 m [10'] shark,Unidentify,Fishing,Minor or No injuries,Undetermined
Sea Disaster,yachting accident,M,"Cause of death most likely drowning, remains recovered in shark",Y,14' shark,Unidentify,Other,Undetermined,Undetermined
Provoked,empty,F,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,Y,10' shark,Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Boating,M,Hand bitten,N,empty,Unidentify,Boat incincidents,Amputations or Lacerations,Upper extremities
Invalid,Clamming,M,Unclear if he sustained any injury from the 7' shark,,Questionable,Unidentify,Other,Undetermined,Undetermined
Unprovoked,Fell overboard from the steamship Chala,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Fell overboard,F,FATAL,Y,Said to involve 2 sharks,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Swimming,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Knocked overboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Fell overboard & rescuer,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Jumped overboard ,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Swimming / escaping imprisonment ,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Provoked,Fishing for sharks,M,Leg injured by hooked shark PROVOKED INCIDENT,N,7' shark,Unidentify,Fishing,Undetermined,Lower extremities
Unprovoked,Diving,M,Arm severed,N,empty,Unidentify,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Diving,M,FATAL,Y,empty,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Bathing,M,FATAL,Y,empty,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Fishing,M,"FATAL, remains recovered from 2 sharks",Y,14' shark,Unidentify,Fishing,Undetermined,Undetermined
Unprovoked,Fell overboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Invalid,empty,M,"Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed",,Shark involvement prior to death unconfirmed,Unidentify,Other,Amputations or Lacerations,Upper extremities
Unprovoked,empty,M,FATAL,Y,a school of sharks,Unidentify,Other,Undetermined,Undetermined
Provoked,Restraining a beached shark,M,Hand severely nipped PROVOKED INCIDENT ,N,4' to 5' shark,Unidentify,Other,Amputations or Lacerations,Upper extremities
Unprovoked,Bathing,M,Sole of foot bitten,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Bathing,M,Lacerations to thigh,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Clinging to shipwrecked junk,M,Lacerations to elbows &  knees,N,empty,Unidentify,Boat incincidents,Amputations or Lacerations,Lower extremities
Unprovoked,Fell overboard,M,Laceration to calf,N,empty,Unidentify,Board sports,Amputations or Lacerations,Undetermined
Unprovoked,Pearl diving,M,FATAL      Torso bitten,Y,empty,Unidentify,Diving,Amputations or Lacerations,Torso
